ticker,date,gap_up_percent,open_price,close_price,anchored_vwap,retraced_to_vwap,days_to_retrace,retrace_percentage,mfe_dollars,mae_dollars,mfe_percent,mae_percent,sma_330_distance_percent,spy_daily_gain_percent
APGE,2025-05-12,5.9,39.49,39.58,38.69,True,1,207.74,2.62,1.75,6.63,4.43,4.34,3.3
HLNE,2025-05-12,5.88,172.25,172.95,168.47,True,8,292.06,3.73,11.73,2.16,6.78,20.94,3.3
BKU,2025-05-12,5.85,35.83,35.61,34.95,True,9,210.33,0.9,1.63,2.53,4.58,6.13,3.3
OKLO,2025-05-12,5.84,29.73,28.85,28.35,False,,40.52,12.48,-0.32,43.26,-1.11,19.08,3.3
CGNX,2025-05-12,5.84,31.19,31.62,30.38,True,9,220.98,0.53,2.21,1.68,6.99,-18.76,3.3
BZH,2025-05-12,5.83,22.69,21.85,21.95,True,3,303.87,2.2,1.4,10.07,6.41,-22.8,3.3
NPO,2025-05-12,5.83,184.57,181.99,179.55,True,9,133.43,4.97,4.12,2.73,2.26,12.64,3.3
DSGR,2025-05-12,5.82,27.89,27.02,26.54,False,,87.59,0.89,0.32,3.29,1.17,-18.88,3.3
ETSY,2025-05-12,5.82,49.67,47.59,47.95,True,1,227.94,0.85,1.84,1.79,3.87,-17.3,3.3
ASTE,2025-05-12,5.79,41.84,41.64,40.76,True,9,250.11,1.15,2.51,2.76,6.03,19.35,3.3
MYRG,2025-05-12,5.78,164.61,159.79,157.68,True,10,144.94,7.47,5.22,4.67,3.27,15.84,3.3
MTSI,2025-05-12,5.76,124.88,122.61,121.94,True,3,169.61,2.9,2.71,2.37,2.21,12.39,3.3
ALLY,2025-05-12,5.75,36.6,36.4,35.36,True,3,240.77,0.49,2.79,1.35,7.66,-2.9,3.3
ASH,2025-05-12,5.75,52.97,52.8,51.46,True,2,261.53,0.16,3.77,0.3,7.14,-35.15,3.3
AN,2025-05-12,5.73,189.99,188.65,185.79,True,9,264.46,4.59,9.78,2.43,5.18,12.8,3.3
ALGN,2025-05-12,5.73,192.3,189.0,187.36,True,1,466.52,2.66,19.73,1.41,10.44,-20.57,3.3
STM,2025-05-12,5.73,25.3,25.42,24.76,False,,28.88,0.86,0.28,3.4,1.08,-22.08,3.3
HLIO,2025-05-12,5.72,33.29,32.82,32.52,True,4,365.3,1.2,2.34,3.66,7.11,-24.76,3.3
CMC,2025-05-12,5.71,48.72,48.44,47.79,True,1,279.9,0.41,2.33,0.85,4.81,-8.25,3.3
DAVE,2025-05-12,5.69,176.74,171.92,166.49,False,,36.88,29.24,-1.04,17.01,-0.6,199.06,3.3
NATL,2025-05-12,5.68,28.27,27.19,27.01,True,3,213.26,0.96,1.6,3.55,5.88,-7.04,3.3
URI,2025-05-12,5.66,710.44,711.83,696.43,True,9,116.52,20.17,17.71,2.83,2.49,1.07,3.3
ALK,2025-05-12,5.65,54.97,53.53,53.34,True,3,335.86,2.06,4.02,3.85,7.51,12.76,3.3
CSWI,2025-05-12,5.64,328.84,329.28,321.89,True,9,420.97,9.62,29.68,2.92,9.01,8.47,3.3
CUBI,2025-05-12,5.63,54.93,54.18,53.53,True,7,278.71,1.24,3.15,2.29,5.81,7.04,3.3
PNFP,2025-05-12,5.63,111.49,110.91,109.18,True,4,294.07,1.41,6.2,1.27,5.59,14.04,3.3
KMX,2025-05-12,5.61,69.81,69.06,68.09,True,2,444.94,1.31,6.91,1.9,10.0,-9.72,3.3
HIFS,2025-05-12,5.6,273.5,264.0,264.2,True,1,249.98,8.0,13.75,3.03,5.21,18.75,3.3
BCC,2025-05-12,5.59,93.57,93.1,91.48,True,2,353.22,1.91,6.91,2.05,7.42,-26.93,3.3
GTLB,2025-05-12,5.57,51.9,52.06,50.45,True,7,330.56,2.02,4.94,3.88,9.49,-7.08,3.3
EVER,2025-05-12,5.56,24.49,24.1,23.74,True,7,280.4,1.46,1.72,6.06,7.12,16.22,3.3
KALU,2025-05-12,5.54,71.43,71.59,69.66,True,9,178.22,1.41,3.32,1.97,4.64,-6.27,3.3
ASIX,2025-05-12,5.54,24.39,24.21,23.92,True,1,295.0,0.6,1.21,2.48,5.0,-9.92,3.3
CEG,2025-05-12,5.52,286.36,285.28,280.36,True,1,119.53,10.89,6.09,3.82,2.13,31.39,3.3
AI,2025-05-12,5.52,24.66,24.2,23.92,True,1,392.24,0.49,2.45,2.02,10.1,-10.99,3.3
IBP,2025-05-12,5.52,169.84,167.13,165.44,True,2,432.3,7.34,16.3,4.39,9.75,-20.48,3.3
ATKR,2025-05-12,5.5,71.7,70.25,69.85,True,2,388.81,1.47,5.73,2.09,8.16,-36.81,3.3
EMR,2025-05-12,5.49,118.73,119.41,116.45,True,9,170.97,3.21,4.58,2.69,3.84,6.29,3.3
FTAI,2025-05-12,5.48,113.0,112.96,110.08,False,,42.86,9.59,1.21,8.49,1.07,7.39,3.3
TEM,2025-05-12,5.47,64.73,62.69,62.66,True,3,372.81,9.28,5.68,14.8,9.06,22.79,3.3
ASTS,2025-05-12,5.47,27.17,27.16,26.44,True,1,496.87,1.89,3.6,6.96,13.25,56.47,3.3
MTH,2025-05-12,5.47,71.94,70.85,70.37,True,2,586.29,0.93,8.09,1.31,11.42,-52.11,3.3
AX,2025-05-12,5.45,72.54,72.23,71.03,True,7,252.12,1.5,3.49,2.07,4.83,14.3,3.3
CMPR,2025-05-12,5.43,46.05,45.85,44.63,True,7,266.57,0.37,3.58,0.8,7.81,-39.89,3.3
COP,2025-05-12,5.42,93.39,92.27,91.22,True,3,393.48,2.81,7.41,3.05,8.03,-14.9,3.3
STRL,2025-05-12,5.42,187.37,183.27,180.67,True,10,167.43,8.07,7.12,4.4,3.88,39.81,3.3
LOB,2025-05-12,5.41,28.63,28.57,28.03,True,3,355.3,0.6,2.08,2.1,7.28,-24.52,3.3
ST,2025-05-12,5.4,26.93,27.67,26.33,True,9,286.27,1.08,2.47,3.9,8.91,-16.28,3.3
PFIS,2025-05-12,5.39,50.27,49.61,48.98,True,9,251.01,2.22,2.58,4.46,5.2,9.4,3.3
COLM,2025-05-12,5.39,69.64,69.59,68.22,True,2,406.78,0.41,5.72,0.59,8.21,-13.37,3.3
TCBI,2025-05-12,5.37,76.76,75.41,74.35,True,2,224.95,2.95,4.08,3.91,5.41,9.42,3.3
RCL,2025-05-12,5.37,245.78,242.18,239.96,True,9,170.79,13.62,6.33,5.62,2.61,32.74,3.3
SEI,2025-05-12,5.36,23.0,22.52,22.32,True,2,259.92,3.31,1.3,14.7,5.77,2.0,3.3
HLT,2025-05-12,5.35,256.01,252.42,250.46,True,9,194.06,5.79,7.18,2.29,2.84,12.91,3.3
MLAB,2025-05-12,5.35,130.46,128.0,127.03,True,1,596.01,1.61,17.99,1.26,14.05,9.33,3.3
VC,2025-05-12,5.33,88.96,88.34,87.12,True,2,310.19,1.08,5.09,1.22,5.76,-9.92,3.3
ATI,2025-05-12,5.32,75.26,73.4,72.39,False,,71.78,3.34,0.2,4.55,0.27,30.45,3.3
GBCI,2025-05-12,5.32,44.38,44.16,43.43,True,2,420.44,0.29,3.77,0.66,8.54,0.8,3.3
KNF,2025-05-12,5.31,100.0,99.56,96.79,True,9,141.78,3.61,4.11,3.63,4.13,27.42,3.3
SCDL,2025-05-12,5.3,35.95,35.95,35.18,False,,30.08,0.45,0.23,1.26,0.65,-5.2,3.3
DLTR,2025-05-12,5.3,90.0,89.0,88.0,True,1,255.45,1.83,4.1,2.06,4.61,-5.36,3.3
GRMN,2025-05-12,5.29,201.56,197.98,196.16,False,,55.69,7.54,-0.58,3.81,-0.29,11.17,3.3
MGY,2025-05-12,5.28,23.15,23.0,22.62,True,3,363.11,0.46,1.77,2.0,7.7,-6.33,3.3
ENVA,2025-05-12,5.27,99.64,97.67,97.28,True,3,377.38,2.53,6.94,2.59,7.11,20.3,3.3
AMWD,2025-05-12,5.27,61.71,61.05,60.42,True,2,396.36,1.12,4.44,1.83,7.27,-27.94,3.3
THR,2025-05-12,5.26,30.19,30.04,29.4,True,9,208.59,0.69,1.5,2.31,4.99,1.37,3.3
MHO,2025-05-12,5.26,115.0,113.58,112.5,True,2,445.04,2.49,9.71,2.19,8.55,-15.23,3.3
AROC,2025-05-12,5.26,26.0,25.32,25.34,True,1,304.25,0.59,1.32,2.33,5.21,15.53,3.3
CRS,2025-05-12,5.26,223.5,216.71,214.42,False,,82.58,19.88,0.71,9.17,0.33,55.14,3.3
ROG,2025-05-12,5.26,69.45,70.26,67.97,True,7,244.9,1.01,4.44,1.44,6.31,-31.64,3.3
RDDT,2025-05-12,5.25,114.15,111.21,110.56,True,7,536.72,18.9,16.32,16.99,14.67,11.48,3.3
SPT,2025-05-12,5.23,25.15,24.49,24.24,True,1,432.1,0.41,3.28,1.67,13.39,-32.08,3.3
SYM,2025-05-12,5.21,26.04,26.0,25.27,False,,1.3,4.03,-0.03,15.5,-0.12,-17.7,3.3
TPL,2025-05-12,5.19,1368.97,1341.12,1320.5,True,10,195.44,91.06,66.88,6.79,4.99,-5.72,3.3
ARES,2025-05-12,5.19,173.51,172.57,169.11,True,3,347.23,3.81,14.32,2.21,8.3,13.78,3.3
AAON,2025-05-12,5.19,105.43,104.63,102.53,True,9,234.68,2.39,6.01,2.28,5.74,9.32,3.3
TRMB,2025-05-12,5.18,71.65,70.54,69.52,False,,70.32,1.85,0.39,2.62,0.55,12.99,3.3
MTX,2025-05-12,5.18,58.9,58.32,57.16,True,3,106.35,1.5,1.27,2.57,2.18,-21.18,3.3
SXI,2025-05-12,5.18,161.74,157.14,156.75,True,1,294.89,2.73,10.11,1.74,6.43,-10.07,3.3
RARE,2025-05-12,5.17,36.92,36.09,36.19,True,1,360.82,1.46,1.82,4.05,5.03,-20.68,3.3
SKY,2025-05-12,5.14,94.29,92.58,91.53,True,2,353.47,1.84,8.05,1.99,8.7,7.25,3.3
LCII,2025-05-12,5.13,89.89,89.7,88.01,True,10,152.81,3.5,2.69,3.9,3.0,-16.86,3.3
DVN,2025-05-12,5.13,34.2,33.55,33.21,True,3,360.86,1.05,2.93,3.14,8.73,-18.65,3.3
AGX,2025-05-12,5.12,179.0,170.61,172.15,True,1,108.22,28.39,-0.98,16.64,-0.57,69.86,3.3
DGII,2025-05-12,5.08,34.43,33.92,33.25,True,3,225.16,0.46,2.14,1.37,6.31,18.37,3.3
AMR,2025-05-12,5.06,119.17,119.01,116.17,True,10,144.62,9.42,4.18,7.91,3.51,-51.83,3.3
MHK,2025-05-12,5.04,111.67,110.94,109.22,True,2,453.22,0.88,10.38,0.79,9.35,-11.53,3.3
FANG,2025-05-12,5.04,144.84,142.92,141.34,True,3,361.55,4.77,10.72,3.34,7.5,-19.28,3.3
NET,2025-05-12,5.03,139.0,142.36,135.73,False,,-122.22,18.12,-0.64,12.73,-0.45,44.74,3.3
ICUI,2025-05-12,5.02,145.24,144.34,142.05,True,1,507.98,1.41,15.28,0.98,10.59,5.02,3.3
ECPG,2025-05-12,5.01,42.54,40.5,40.92,True,1,263.63,1.19,2.24,2.94,5.53,-9.85,3.3
AEIS,2025-05-12,5.0,118.34,117.38,116.07,True,7,190.08,3.94,3.35,3.36,2.85,10.31,3.3
APEI,2025-05-13,10.94,28.89,27.57,27.61,True,1,208.58,2.17,1.34,7.87,4.86,56.59,0.66
DRUG,2025-05-13,9.9,35.85,32.61,33.41,True,1,309.78,2.27,4.33,6.96,13.28,89.62,0.66
RGC,2025-05-13,9.59,515.11,312.2,412.17,True,1,208.96,247.8,12.2,79.37,3.91,2121.32,0.66
SE,2025-05-13,6.71,152.01,154.13,148.45,False,,-128.81,11.77,-2.46,7.64,-1.6,72.7,0.66
RICK,2025-05-13,5.99,45.99,44.99,44.76,True,1,584.4,0.01,6.17,0.02,13.71,-7.74,0.66
NUTX,2025-05-14,21.5,153.0,158.8,148.48,False,,-44.52,25.47,3.79,16.04,2.39,492.3,0.13
SMCI,2025-05-14,18.09,45.92,45.0,40.81,True,9,133.27,2.8,5.89,6.22,13.09,-89.31,0.13
OKLO,2025-05-14,7.87,34.55,37.01,33.66,False,,11.19,15.16,2.56,40.96,6.92,52.01,0.13
MP,2025-05-14,6.62,22.14,21.08,21.25,True,1,326.8,0.61,1.85,2.9,8.78,17.41,0.13
PVH,2025-05-14,6.6,85.81,87.28,84.15,True,5,375.03,0.13,7.68,0.15,8.8,-13.59,0.13
AMD,2025-05-14,6.55,119.83,117.72,114.09,True,1,211.91,0.52,10.05,0.44,8.54,-17.98,0.13
NNE,2025-05-14,5.97,28.95,26.48,26.63,True,1,189.33,10.75,1.92,40.6,7.25,7.21,0.13
OMCL,2025-05-14,5.29,29.48,28.73,27.98,True,1,146.32,2.1,1.44,7.32,5.01,-19.9,0.13
BOOT,2025-05-15,15.82,153.85,154.97,142.56,False,,11.6,11.13,2.43,7.18,1.57,24.86,0.49
LIVE,2025-05-15,13.0,24.86,21.57,22.64,True,1,164.88,1.9,0.37,8.81,1.69,28.4,0.49
BIRK,2025-05-15,8.35,59.04,57.7,55.62,True,4,230.64,0.6,6.54,1.04,11.33,12.89,0.49
KARO,2025-05-15,6.88,47.99,50.25,46.54,False,,-104.35,5.16,0.75,10.27,1.49,37.11,0.49
STE,2025-05-15,5.63,240.3,246.88,234.93,False,,-33.53,5.91,4.78,2.39,1.94,10.49,0.49
HWKN,2025-05-15,5.06,125.72,118.82,120.92,True,1,158.63,9.88,0.71,8.32,0.6,14.68,0.49
VRM,2025-05-16,9.37,27.89,26.25,26.95,True,3,412.06,0.25,2.25,0.95,8.57,226.79,0.63
TNXP,2025-05-16,8.96,25.17,28.0,24.61,False,,10.75,4.69,2.89,16.75,10.32,588.02,0.63
RGC,2025-05-16,6.97,430.0,393.0,376.61,True,3,243.49,167.0,93.0,42.49,23.66,2155.21,0.63
ATGL,2025-05-16,5.73,27.48,25.95,24.88,True,3,100.09,2.55,1.07,9.83,4.14,46.76,0.63
SOC,2025-05-19,13.79,32.84,33.02,32.26,True,2,1061.41,1.57,6.36,4.75,19.26,41.9,0.11
TXNM,2025-05-19,8.26,57.25,56.57,56.02,False,,81.31,0.61,0.32,1.08,0.57,16.52,0.11
GDXU,2025-05-19,5.35,56.36,57.08,54.31,False,,-28.23,13.41,0.14,23.49,0.25,39.17,0.11
PEGA,2025-05-20,6.66,105.0,103.29,102.9,True,1,472.16,-0.18,8.22,-0.17,7.96,39.91,-0.34
GDS,2025-05-20,6.6,28.87,27.58,27.61,True,7,502.01,3.09,5.05,11.2,18.31,58.24,-0.34
DY,2025-05-21,11.04,215.0,224.13,207.04,False,,-32.49,6.44,6.55,2.87,2.92,33.83,-1.69
BLTE,2025-05-21,9.4,70.9,67.29,67.66,True,1,329.6,-0.61,7.06,-0.91,10.49,24.86,-1.69
BNKD,2025-05-21,7.6,25.41,25.41,24.2,True,6,126.94,0.08,1.53,0.3,6.03,53.86,-1.69
KEYS,2025-05-21,5.41,171.6,162.47,164.23,True,1,222.6,0.32,7.27,0.2,4.47,6.53,-1.69
KDLY,2025-05-22,25.41,28.63,24.94,22.34,False,,0.0,0.0,0.0,0.0,0.0,1041.29,0.04
URBN,2025-05-22,19.04,70.95,73.21,66.79,False,,31.25,2.59,3.56,3.54,4.86,61.33,0.04
RAMP,2025-05-22,14.29,32.08,33.5,31.46,True,1,230.22,-0.36,2.85,-1.07,8.51,11.81,0.04
CEP,2025-05-22,12.63,48.5,49.95,43.95,True,5,227.48,2.05,11.8,4.1,23.62,273.48,0.04
SMLR,2025-05-22,11.64,50.12,44.93,44.29,True,1,208.54,0.58,6.96,1.29,15.49,19.59,0.04
OMCL,2025-05-22,10.75,30.28,28.84,28.5,True,1,122.77,1.67,0.74,5.79,2.57,-19.36,0.04
SMID,2025-05-22,8.09,33.53,30.54,31.78,True,1,266.02,3.28,1.65,10.74,5.42,-15.68,0.04
AMSC,2025-05-22,5.42,25.5,25.19,24.52,True,1,152.02,3.41,1.19,13.54,4.71,17.0,0.04
LEU,2025-05-23,19.94,111.75,113.29,105.87,False,,-69.1,22.71,-2.52,20.05,-2.22,85.58,-0.68
SMR,2025-05-23,12.56,28.5,30.24,27.37,False,,-82.6,6.61,0.81,21.86,2.68,121.53,-0.68
INTU,2025-05-23,8.1,720.0,720.13,695.52,False,,-10.01,44.95,-2.32,6.24,-0.32,14.75,-0.68
GDXU,2025-05-23,7.42,68.6,69.19,64.6,True,4,109.01,13.93,4.95,20.13,7.15,66.7,-0.68
VXX,2025-05-23,7.08,59.0,58.79,55.41,True,4,192.33,-2.83,6.7,-4.81,11.4,57.87,-0.68
STEP,2025-05-23,6.51,60.4,58.72,58.05,True,4,175.51,3.31,2.44,5.64,4.16,16.34,-0.68
KEQU,2025-05-23,5.53,38.91,35.6,36.59,True,4,121.62,4.89,-0.49,13.74,-1.37,-15.82,-0.68
IMCR,2025-05-27,6.26,33.11,32.04,32.44,True,1,295.5,7.29,0.9,22.75,2.81,-19.37,2.08
HWBK,2025-05-27,6.22,31.4,29.13,29.89,True,1,188.33,1.35,0.58,4.62,1.99,15.8,2.08
ANF,2025-05-28,34.65,103.88,88.47,90.44,True,1,211.59,0.16,13.03,0.18,14.73,-31.34,-0.58
MTN,2025-05-28,12.43,170.33,164.64,164.67,True,1,402.58,0.02,17.11,0.01,10.39,-9.25,-0.58
DKS,2025-05-28,5.93,184.55,177.12,176.98,True,1,141.5,4.13,3.28,2.33,1.85,-14.62,-0.58
TS,2025-05-28,5.49,34.4,33.32,33.39,True,2,112.19,2.28,0.05,6.84,0.15,-3.55,-0.58
KEQU,2025-05-28,5.06,40.49,39.01,38.59,True,2,156.43,2.84,1.5,7.28,3.85,-7.88,-0.58
SVT,2025-05-29,23.12,46.65,46.52,45.31,False,,11.18,0.43,0.02,0.92,0.04,278.96,0.39
BBW,2025-05-29,21.53,51.99,52.03,47.36,True,4,153.7,0.54,7.16,1.04,13.76,56.23,0.39
ELF,2025-05-29,20.3,108.87,111.84,104.67,False,,-24.04,7.61,1.96,6.8,1.75,-16.35,0.39
VEEV,2025-05-29,14.54,268.59,279.04,261.79,False,,-69.73,12.64,5.71,4.53,2.05,29.92,0.39
TIL,2025-05-29,11.66,29.87,30.35,28.21,True,1,386.67,7.9,6.88,26.03,22.67,105.6,0.39
NDSN,2025-05-29,7.21,209.86,208.97,204.21,False,,50.71,7.75,1.97,3.71,0.95,-11.45,0.39
BURL,2025-05-29,7.13,255.6,227.8,238.65,True,1,190.74,18.83,4.53,8.27,1.99,-6.4,0.39
FUTU,2025-05-29,6.58,114.8,107.36,109.68,True,1,279.56,6.88,6.86,6.41,6.39,33.74,0.39
CRWV,2025-05-29,6.33,123.5,105.55,116.76,True,1,276.1,61.08,0.65,57.87,0.62,1.39,0.39
CAMT,2025-05-29,6.19,69.32,69.03,67.15,True,1,203.35,6.06,4.13,8.78,5.98,-18.15,0.39
NVDA,2025-05-29,5.52,142.25,139.19,137.4,True,1,192.53,4.81,6.27,3.46,4.5,-56.86,0.39
A,2025-05-29,5.47,116.94,113.28,112.47,True,1,160.85,2.74,3.53,2.42,3.12,-15.38,0.39
CRDO,2025-05-29,5.09,65.9,63.83,63.78,True,1,315.05,17.16,4.62,26.88,7.24,61.44,0.39
NCNO,2025-05-29,5.0,28.12,26.33,26.96,True,1,222.26,1.45,0.78,5.51,2.96,-16.61,0.39
SBET,2025-05-30,32.56,105.0,76.7,52.42,True,3,144.22,6.0,47.53,7.82,61.97,3611.05,-0.11
ULTA,2025-05-30,10.99,468.16,471.46,451.6,False,,57.9,9.88,12.89,2.1,2.73,16.78,-0.11
RGC,2025-05-30,6.54,789.47,877.0,663.13,True,4,157.88,73.0,287.0,8.32,32.73,2646.75,-0.11
TIL,2025-06-02,30.39,35.14,29.65,30.12,True,1,151.17,13.14,2.1,44.32,7.09,98.61,0.56
NUE,2025-06-02,12.39,122.91,120.4,117.16,True,1,131.45,5.16,5.05,4.29,4.19,-18.88,0.56
STLD,2025-06-02,10.18,135.6,135.71,131.72,True,1,205.81,1.57,8.1,1.16,5.97,5.45,0.56
CMC,2025-06-02,7.66,50.16,49.21,48.44,True,1,133.54,2.3,1.35,4.67,2.74,-6.47,0.56
WS,2025-06-02,6.83,26.6,25.75,25.58,True,1,179.12,0.95,0.98,3.69,3.81,-19.01,0.56
CIVI,2025-06-02,5.41,28.85,27.6,27.77,True,1,189.71,4.26,0.8,15.43,2.9,-49.51,0.56
CRDO,2025-06-03,19.63,74.95,71.92,71.65,True,1,248.75,5.86,5.17,8.15,7.19,80.1,0.57
SIG,2025-06-03,16.66,77.94,75.13,71.49,False,,74.07,6.39,1.96,8.51,2.62,-8.83,0.57
MNPR,2025-06-03,16.63,35.0,32.11,31.08,False,,97.78,7.32,0.94,22.8,2.93,107.85,0.57
CEG,2025-06-03,9.12,342.0,313.03,319.73,True,1,251.43,-2.62,27.03,-0.84,8.63,39.12,0.57
HIMS,2025-06-03,9.07,61.92,54.73,58.38,True,1,284.38,5.17,2.88,9.45,5.26,115.86,0.57
SMR,2025-06-03,8.8,34.85,31.79,32.83,True,1,256.76,11.12,2.13,34.98,6.7,123.82,0.57
LEU,2025-06-03,8.74,135.47,131.45,131.17,True,1,169.43,33.8,3.27,25.71,2.49,110.36,0.57
BNTX,2025-06-03,6.98,121.0,115.64,114.14,True,1,247.65,1.59,11.64,1.37,10.07,14.72,0.57
DCI,2025-06-03,6.98,74.0,69.29,69.95,True,1,137.62,1.81,0.87,2.61,1.26,-2.81,0.57
NNE,2025-06-03,6.81,33.03,29.18,30.8,True,1,222.01,5.82,1.1,19.95,3.77,16.54,0.57
OKLO,2025-06-03,6.79,56.0,49.77,52.43,True,1,306.84,21.23,4.72,42.66,9.48,92.46,0.57
LI,2025-06-03,6.69,29.68,29.51,29.02,True,7,310.42,1.04,1.87,3.52,6.34,17.47,0.57
CEP,2025-06-03,6.2,45.9,46.96,43.95,True,2,610.72,0.84,12.96,1.79,27.6,224.17,0.57
GCO,2025-06-04,17.09,26.17,22.29,22.55,True,1,166.83,1.94,2.16,8.7,9.69,-22.86,-0.03
REVG,2025-06-04,13.38,42.2,42.94,41.06,False,,25.49,3.16,1.03,7.36,2.4,51.24,-0.03
GWRE,2025-06-04,13.19,246.95,253.98,238.81,False,,-6.63,6.3,6.49,2.48,2.56,55.18,-0.03
ZLAB,2025-06-04,9.73,34.16,36.08,33.16,False,,-181.49,8.26,0.11,22.89,0.3,49.08,-0.03
THO,2025-06-04,8.79,89.65,85.91,83.75,True,1,139.09,4.67,4.47,5.44,5.2,-12.91,-0.03
HQY,2025-06-04,8.02,112.08,113.06,107.12,True,6,197.39,3.59,10.77,3.18,9.53,28.56,-0.03
STM,2025-06-04,7.99,27.72,28.41,26.84,False,,-52.46,2.12,0.23,7.48,0.81,-10.34,-0.03
LITE,2025-06-04,7.86,83.75,80.28,79.09,False,,72.18,6.14,-0.11,7.65,-0.14,29.0,-0.03
KB,2025-06-04,7.42,78.77,80.14,76.79,False,,64.55,1.49,2.65,1.86,3.31,34.89,-0.03
DIT,2025-06-04,7.2,111.49,108.27,107.55,True,5,420.63,0.0,13.35,0.0,12.33,-24.0,-0.03
NRGD,2025-06-04,7.01,26.43,26.33,24.92,True,5,427.08,0.29,6.33,1.1,24.03,-83.43,-0.03
SHG,2025-06-04,6.26,43.1,43.3,41.79,False,,51.25,1.15,0.87,2.66,2.01,18.9,-0.03
WF,2025-06-04,5.69,43.62,44.18,42.7,False,,34.91,1.5,0.88,3.4,1.99,30.2,-0.03
IPX,2025-06-05,22.32,29.87,29.24,26.66,True,5,132.53,0.4,3.62,1.37,12.38,47.21,-0.48
MDB,2025-06-05,17.53,234.75,225.38,212.76,True,6,137.0,2.55,20.75,1.13,9.21,-17.7,-0.48
GEF,2025-06-05,9.67,60.4,63.68,59.22,False,,-248.32,4.21,0.35,6.61,0.56,3.95,-0.48
FIVE,2025-06-05,8.79,131.9,128.02,124.72,True,1,150.21,0.98,6.9,0.77,5.39,18.08,-0.48
GDS,2025-06-05,7.19,26.24,25.66,24.83,True,1,118.48,1.61,1.09,6.27,4.25,41.72,-0.48
SLVR,2025-06-05,5.72,30.5,30.19,29.02,False,,67.67,0.96,0.69,3.18,2.29,113.53,-0.48
AGX,2025-06-05,5.52,229.83,235.25,222.06,True,4,339.02,11.35,31.76,4.82,13.5,116.87,-0.48
CIX,2025-06-06,6.97,25.49,24.05,24.4,True,3,207.19,0.89,0.82,3.7,3.41,-10.14,1.03
RKLB,2025-06-06,6.47,28.16,28.92,27.2,True,4,305.2,3.78,3.68,13.07,12.72,114.87,1.03
AGFY,2025-06-06,5.83,27.57,26.4,25.84,True,3,322.17,2.45,4.4,9.28,16.67,128.45,1.03
TECX,2025-06-06,5.52,23.69,23.06,23.06,True,3,391.5,2.69,1.83,11.67,7.96,-27.81,1.03
ODC,2025-06-06,5.17,53.52,54.82,52.33,False,,-84.06,5.5,0.3,10.03,0.55,-12.14,1.03
GHM,2025-06-09,17.86,49.5,44.66,45.98,True,1,155.05,3.39,0.61,7.59,1.37,36.29,0.09
IONQ,2025-06-09,9.01,42.53,40.06,39.9,True,1,247.13,3.99,4.03,9.96,10.06,106.48,0.09
POWWP,2025-06-09,8.08,24.75,22.0,22.79,True,1,140.62,2.35,0.0,10.68,0.0,-6.33,0.09
CCRD,2025-06-09,8.01,30.2,30.5,29.17,True,3,208.31,1.49,2.44,4.89,8.0,81.63,0.09
RGC,2025-06-09,7.9,740.02,639.95,702.07,True,1,1880.96,10.05,613.75,1.57,95.91,1363.58,0.09
HWBK,2025-06-09,7.4,31.92,29.11,29.92,True,1,189.61,0.87,0.99,2.99,3.4,15.0,0.09
AGFY,2025-06-09,7.01,28.25,26.09,26.7,True,2,404.17,2.76,4.09,10.58,15.68,124.25,0.09
NAMS,2025-06-09,6.26,21.4,20.16,20.22,True,2,288.44,2.09,2.15,10.37,10.66,0.53,0.09
SBET,2025-06-10,18.08,34.75,33.98,33.29,True,1,1765.84,15.54,24.93,45.73,73.37,1030.64,0.57
CASY,2025-06-10,12.91,496.02,490.2,474.88,False,,33.63,22.68,1.29,4.63,0.26,27.75,0.57
TBN,2025-06-10,9.52,24.5,22.0,22.37,True,1,126.72,2.25,0.2,10.23,0.91,5.21,0.57
OFLX,2025-06-10,8.79,34.67,32.05,32.53,True,1,181.39,2.3,1.25,7.18,3.92,-34.93,0.57
IBTA,2025-06-10,7.28,49.49,46.44,47.47,True,1,576.51,0.49,8.62,1.06,18.56,-22.39,0.57
PFX,2025-06-10,6.29,51.69,47.51,48.9,True,1,165.43,2.5,0.43,5.26,0.91,-0.72,0.57
TCI,2025-06-10,5.23,39.24,39.41,38.49,True,1,456.01,2.94,3.59,7.46,9.11,30.57,0.57
ASO,2025-06-10,5.07,46.62,44.6,45.08,True,1,220.39,2.54,1.38,5.7,3.1,-14.09,0.57
PLAY,2025-06-11,11.52,28.85,30.46,27.83,False,,-26.57,2.54,1.34,8.34,4.4,-15.33,-0.29
TLN,2025-06-11,6.59,271.9,274.82,263.57,False,,1.92,19.64,3.08,7.15,1.12,32.01,-0.29
FMAO,2025-06-11,5.59,25.7,24.97,24.33,True,2,196.67,0.23,1.97,0.92,7.89,-0.3,-0.29
CVGW,2025-06-12,11.79,26.36,27.68,25.47,False,,-58.42,0.46,0.8,1.68,2.89,7.72,0.4
AU,2025-06-12,5.57,48.42,48.82,46.87,False,,70.45,2.29,1.49,4.69,3.05,68.01,0.4
RH,2025-06-13,19.3,211.0,189.12,190.19,True,3,154.72,7.14,10.32,3.78,5.46,-34.39,-1.12
OVBC,2025-06-13,6.64,33.86,31.65,32.64,True,3,440.65,2.15,3.18,6.79,10.05,22.33,-1.12
CIVI,2025-06-13,6.45,33.35,33.35,31.63,True,10,167.31,0.9,2.88,2.7,8.64,-37.98,-1.12
